Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
430,1,45.62,1,4,1,141,Others
387,1,111.09,2,4,3,243,Others
367,1,112.89,2,4,3,243,Others
351,1,403.81,2,4,4,244,Others
132,1,103.04,4,4,2,442,Loyal Customers
182,1,41.13,3,4,1,341,Loyal Customers
318,1,144.43,2,4,3,243,Others
97,1,223.6,4,4,4,444,Champions
311,1,64.14,2,4,2,242,Others
115,1,156.19,4,4,3,443,Loyal Customers
71,1,43.49,4,4,1,441,Loyal Customers
157,1,40.84,4,4,1,441,Loyal Customers
153,1,77.89,4,4,2,442,Loyal Customers
230,1,45.08,3,4,1,341,Loyal Customers
101,1,175.3,4,4,3,443,Loyal Customers
255,1,241.93,3,4,4,344,Loyal Customers
269,1,123.52,3,4,3,343,Loyal Customers
204,1,65.22,3,4,2,342,Loyal Customers
262,1,57.43,3,4,1,341,Loyal Customers
267,1,472.41,3,4,4,344,Loyal Customers
246,1,76.57,3,4,2,342,Loyal Customers
591,1,98.83,1,4,2,142,Others
73,1,310.94,4,4,4,444,Champions
229,1,117.85,3,4,3,343,Loyal Customers
128,1,309.78,4,4,4,444,Champions
112,1,93.76,4,4,2,442,Loyal Customers
126,1,68.35,4,4,2,442,Loyal Customers
603,1,104.7,1,4,2,142,Others
433,1,75.65,1,4,2,142,Others
498,1,448.4,1,4,4,144,Others
262,1,121.09,3,4,3,343,Loyal Customers
274,1,67.5,2,4,2,242,Others
457,1,62.23,1,4,1,141,Others
429,1,61.73,1,4,1,141,Others
233,1,165.3,3,4,3,343,Loyal Customers
131,1,16.09,4,4,1,441,Loyal Customers
263,1,46.75,3,4,1,341,Loyal Customers
261,1,181.68,3,4,3,343,Loyal Customers
322,1,93.48,2,4,2,242,Others
419,1,29.84,1,4,1,141,Others
346,1,43.58,2,4,1,241,Others
96,1,59.82,4,4,1,441,Loyal Customers
168,1,17.78,3,4,1,341,Loyal Customers
232,1,81.78,3,4,2,342,Loyal Customers
300,1,133.85,2,4,3,243,Others
281,2,836.59,2,4,4,244,Others
56,6,1094.63,4,4,4,444,Champions
196,1,57.29,3,4,1,341,Loyal Customers
230,1,61.77,3,4,1,341,Loyal Customers
401,1,67.13,1,4,2,142,Others
524,1,45.69,1,4,1,141,Others
368,1,296.33,2,4,4,244,Others
241,1,90.55,3,4,2,342,Loyal Customers
259,2,104.78,3,4,2,342,Loyal Customers
106,1,97.34,4,4,2,442,Loyal Customers
581,1,45.86,1,4,1,141,Others
742,1,123.2,1,4,3,143,Others
607,1,90.17,1,4,2,142,Others
80,1,85.54,4,4,2,442,Loyal Customers
276,1,61.69,2,4,1,241,Others
346,1,39.6,2,4,1,241,Others
411,1,49.59,1,4,1,141,Others
306,1,40.0,2,4,1,241,Others
277,1,35.0,2,4,1,241,Others
255,1,32.42,3,4,1,341,Loyal Customers
384,1,60.1,2,4,1,241,Others
405,1,313.43,1,4,4,144,Others
150,1,99.43,4,4,2,442,Loyal Customers
246,1,340.74,3,4,4,344,Loyal Customers
418,1,141.9,1,4,3,143,Others
322,1,59.53,2,4,1,241,Others
443,1,97.87,1,4,2,142,Others
111,1,80.13,4,4,2,442,Loyal Customers
277,1,131.56,2,4,3,243,Others
431,1,78.76,1,4,2,142,Others
251,1,300.74,3,4,4,344,Loyal Customers
94,1,563.28,4,4,4,444,Champions
206,1,378.5,3,4,4,344,Loyal Customers
68,1,64.37,4,4,2,442,Loyal Customers
316,1,14.67,2,4,1,241,Others
78,1,75.51,4,4,2,442,Loyal Customers
271,1,67.5,2,4,2,242,Others
246,1,66.78,3,4,2,342,Loyal Customers
324,1,76.66,2,4,2,242,Others
334,1,341.0,2,4,4,244,Others
180,1,26.63,3,4,1,341,Loyal Customers
187,1,95.34,3,4,2,342,Loyal Customers
286,1,340.12,2,4,4,244,Others
228,1,47.61,3,4,1,341,Loyal Customers
500,1,210.56,1,4,4,144,Others
232,1,85.14,3,4,2,342,Loyal Customers
581,1,60.96,1,4,1,141,Others
296,1,123.52,2,4,3,243,Others
399,1,163.97,1,4,3,143,Others
209,1,89.61,3,4,2,342,Loyal Customers
311,1,232.72,2,4,4,244,Others
637,1,186.46,1,4,4,144,Others
416,1,54.51,1,4,1,141,Others
154,1,109.44,4,4,3,443,Loyal Customers
176,1,61.8,3,4,1,341,Loyal Customers
121,1,148.91,4,4,3,443,Loyal Customers
215,2,437.08,3,4,4,344,Loyal Customers
621,1,70.93,1,4,2,142,Others
326,1,162.46,2,4,3,243,Others
283,1,264.95,2,4,4,244,Others
132,1,104.98,4,4,2,442,Loyal Customers
263,1,163.97,3,4,3,343,Loyal Customers
322,1,106.78,2,4,2,242,Others
70,1,75.42,4,4,2,442,Loyal Customers
115,1,142.96,4,4,3,443,Loyal Customers
365,2,142.66,2,4,3,243,Others
220,1,68.13,3,4,2,342,Loyal Customers
166,1,51.06,3,4,1,341,Loyal Customers
363,1,112.89,2,4,3,243,Others
512,1,142.19,1,4,3,143,Others
288,1,180.5,2,4,3,243,Others
279,1,36.75,2,4,1,241,Others
322,1,155.23,2,4,3,243,Others
512,1,146.84,1,4,3,143,Others
177,1,241.15,3,4,4,344,Loyal Customers
170,1,57.22,3,4,1,341,Loyal Customers
288,1,133.38,2,4,3,243,Others
635,1,221.85,1,4,4,144,Others
241,1,159.6,3,4,3,343,Loyal Customers
437,1,75.65,1,4,2,142,Others
163,1,42.39,4,4,1,441,Loyal Customers
365,1,238.78,2,4,4,244,Others
258,1,114.33,3,4,3,343,Loyal Customers
171,1,57.29,3,4,1,341,Loyal Customers
451,1,96.8,1,4,2,142,Others
232,1,563.26,3,4,4,344,Loyal Customers
259,1,445.6,3,4,4,344,Loyal Customers
645,1,419.06,1,4,4,144,Others
499,1,116.45,1,4,3,143,Others
611,1,442.51,1,4,4,144,Others
54,1,38.36,4,4,1,441,Loyal Customers
303,1,596.27,2,4,4,244,Others
581,1,423.06,1,4,4,144,Others
595,1,222.09,1,4,4,144,Others
318,1,142.98,2,4,3,243,Others
195,1,1129.41,3,4,4,344,Loyal Customers
77,1,31.96,4,4,1,441,Loyal Customers
104,1,64.32,4,4,2,442,Loyal Customers
198,1,120.3,3,4,3,343,Loyal Customers
364,1,54.0,2,4,1,241,Others
286,1,278.22,2,4,4,244,Others
319,1,69.14,2,4,2,242,Others
202,1,51.88,3,4,1,341,Loyal Customers
234,1,103.14,3,4,2,342,Loyal Customers
434,1,23.17,1,4,1,141,Others
401,1,44.1,1,4,1,141,Others
240,1,31.91,3,4,1,341,Loyal Customers
212,1,43.25,3,4,1,341,Loyal Customers
208,1,75.44,3,4,2,342,Loyal Customers
198,1,49.2,3,4,1,341,Loyal Customers
452,2,120.51,1,4,3,143,Others
742,1,162.6,1,4,3,143,Others
134,1,147.78,4,4,3,443,Loyal Customers
312,1,99.74,2,4,2,242,Others
236,1,82.62,3,4,2,342,Loyal Customers
264,1,125.4,3,4,3,343,Loyal Customers
500,1,185.55,1,4,4,144,Others
199,1,189.0,3,4,4,344,Loyal Customers
305,1,98.23,2,4,2,242,Others
99,1,194.88,4,4,4,444,Champions
249,1,30.75,3,4,1,341,Loyal Customers
469,1,49.17,1,4,1,141,Others
182,1,59.78,3,4,1,341,Loyal Customers
192,1,617.84,3,4,4,344,Loyal Customers
157,2,321.9,4,4,4,444,Champions
330,1,318.4,2,4,4,244,Others
286,1,92.57,2,4,2,242,Others
210,1,169.62,3,4,3,343,Loyal Customers
475,1,58.75,1,4,1,141,Others
328,1,39.84,2,4,1,241,Others
67,1,48.11,4,4,1,441,Loyal Customers
273,1,81.12,2,4,2,242,Others
385,1,108.86,2,4,3,243,Others
95,1,153.31,4,4,3,443,Loyal Customers
184,1,112.5,3,4,3,343,Loyal Customers
85,1,101.27,4,4,2,442,Loyal Customers
177,1,104.86,3,4,2,342,Loyal Customers
271,1,143.83,2,4,3,243,Others
370,1,147.35,2,4,3,243,Others
165,1,163.89,3,4,3,343,Loyal Customers
322,1,122.34,2,4,3,243,Others
305,1,623.68,2,4,4,244,Others
300,1,74.67,2,4,2,242,Others
326,1,155.73,2,4,3,243,Others
328,1,60.85,2,4,1,241,Others
245,1,54.0,3,4,1,341,Loyal Customers
410,1,264.16,1,4,4,144,Others
279,1,193.02,2,4,4,244,Others
118,1,25.22,4,4,1,441,Loyal Customers
642,1,124.84,1,4,3,143,Others
177,1,162.85,3,4,3,343,Loyal Customers
182,1,334.67,3,4,4,344,Loyal Customers
168,2,187.84,3,4,4,344,Loyal Customers
267,1,180.67,3,4,3,343,Loyal Customers
344,1,87.76,2,4,2,242,Others
252,1,81.63,3,4,2,342,Loyal Customers
454,1,117.78,1,4,3,143,Others
435,1,177.68,1,4,3,143,Others
81,1,267.05,4,4,4,444,Champions
242,1,181.42,3,4,3,343,Loyal Customers
293,1,25.78,2,4,1,241,Others
401,1,114.83,1,4,3,143,Others
317,2,793.5699999999999,2,4,4,244,Others
334,1,67.0,2,4,2,242,Others
129,1,51.13,4,4,1,441,Loyal Customers
75,1,57.51,4,4,1,441,Loyal Customers
183,1,81.5,3,4,2,342,Loyal Customers
279,1,104.76,2,4,2,242,Others
544,1,114.8,1,4,3,143,Others
90,1,371.55,4,4,4,444,Champions
324,1,515.81,2,4,4,244,Others
108,1,136.83,4,4,3,443,Loyal Customers
397,1,126.11,2,4,3,243,Others
327,1,205.18,2,4,4,244,Others
262,1,147.15,3,4,3,343,Loyal Customers
162,1,71.06,4,4,2,442,Loyal Customers
181,1,142.79,3,4,3,343,Loyal Customers
288,1,1173.84,2,4,4,244,Others
220,1,50.93,3,4,1,341,Loyal Customers
154,1,108.21,4,4,3,443,Loyal Customers
327,1,116.24,2,4,3,243,Others
96,1,918.16,4,4,4,444,Champions
377,1,116.94,2,4,3,243,Others
440,1,130.26,1,4,3,143,Others
552,1,44.26,1,4,1,141,Others
367,1,156.09,2,4,3,243,Others
530,1,64.46,1,4,2,142,Others
66,1,95.83,4,4,2,442,Loyal Customers
178,1,146.56,3,4,3,343,Loyal Customers
205,1,154.38,3,4,3,343,Loyal Customers
367,1,67.99,2,4,2,242,Others
588,1,66.09,1,4,2,142,Others
463,1,24.09,1,4,1,141,Others
157,1,162.19,4,4,3,443,Loyal Customers
200,1,21.38,3,4,1,341,Loyal Customers
618,1,117.24,1,4,3,143,Others
284,1,166.23,2,4,3,243,Others
413,1,35.0,1,4,1,141,Others
410,1,45.37,1,4,1,141,Others
397,1,25.75,2,4,1,241,Others
451,1,44.1,1,4,1,141,Others
442,1,58.71,1,4,1,141,Others
62,1,58.37,4,4,1,441,Loyal Customers
298,1,190.37,2,4,4,244,Others
227,1,63.95,3,4,2,342,Loyal Customers
197,1,321.41,3,4,4,344,Loyal Customers
477,1,144.13,1,4,3,143,Others
404,1,516.25,1,4,4,144,Others
369,1,71.99,2,4,2,242,Others
244,1,64.0,3,4,2,342,Loyal Customers
173,1,378.88,3,4,4,344,Loyal Customers
87,1,57.98,4,4,1,441,Loyal Customers
112,1,218.49,4,4,4,444,Champions
83,1,47.76,4,4,1,441,Loyal Customers
226,1,507.84,3,4,4,344,Loyal Customers
238,1,97.59,3,4,2,342,Loyal Customers
352,1,41.84,2,4,1,241,Others
115,1,72.27,4,4,2,442,Loyal Customers
258,1,92.59,3,4,2,342,Loyal Customers
128,1,139.97,4,4,3,443,Loyal Customers
384,1,551.25,2,4,4,244,Others
109,1,153.56,4,4,3,443,Loyal Customers
393,1,33.71,2,4,1,241,Others
507,1,150.03,1,4,3,143,Others
169,1,57.23,3,4,1,341,Loyal Customers
470,1,77.66,1,4,2,142,Others
506,1,168.46,1,4,3,143,Others
178,1,284.84,3,4,4,344,Loyal Customers
301,1,144.5,2,4,3,243,Others
90,1,66.53,4,4,2,442,Loyal Customers
327,1,138.24,2,4,3,243,Others
122,1,37.89,4,4,1,441,Loyal Customers
494,1,68.23,1,4,2,142,Others
92,1,20.39,4,4,1,441,Loyal Customers
73,2,215.05,4,4,4,444,Champions
198,1,238.07,3,4,4,344,Loyal Customers
210,1,26.94,3,4,1,341,Loyal Customers
60,1,62.98,4,4,1,441,Loyal Customers
190,1,92.83,3,4,2,342,Loyal Customers
338,1,152.35,2,4,3,243,Others
69,1,32.43,4,4,1,441,Loyal Customers
279,2,197.95,2,4,4,244,Others
473,1,63.1,1,4,1,141,Others
191,1,50.87,3,4,1,341,Loyal Customers
268,1,187.43,3,4,4,344,Loyal Customers
107,1,52.58,4,4,1,441,Loyal Customers
116,1,42.51,4,4,1,441,Loyal Customers
397,1,259.14,2,4,4,244,Others
507,1,416.54,1,4,4,144,Others
444,1,163.48,1,4,3,143,Others
138,1,93.43,4,4,2,442,Loyal Customers
256,1,210.11,3,4,4,344,Loyal Customers
239,1,37.76,3,4,1,341,Loyal Customers
401,1,122.27,1,4,3,143,Others
314,1,48.01,2,4,1,241,Others
62,1,77.21,4,4,2,442,Loyal Customers
91,1,143.67,4,4,3,443,Loyal Customers
178,1,74.39,3,4,2,342,Loyal Customers
443,1,82.67,1,4,2,142,Others
240,1,24.0,3,4,1,341,Loyal Customers
328,1,186.3,2,4,4,244,Others
479,1,771.88,1,4,4,144,Others
245,1,64.17,3,4,2,342,Loyal Customers
203,1,104.68,3,4,2,342,Loyal Customers
573,1,58.95,1,4,1,141,Others
492,1,33.09,1,4,1,141,Others
310,1,130.56,2,4,3,243,Others
97,1,92.6,4,4,2,442,Loyal Customers
401,1,66.89,1,4,2,142,Others
227,1,841.4,3,4,4,344,Loyal Customers
70,1,454.66,4,4,4,444,Champions
70,1,212.05,4,4,4,444,Champions
548,1,147.65,1,4,3,143,Others
221,1,161.95,3,4,3,343,Loyal Customers
135,1,213.35,4,4,4,444,Champions
111,1,112.67,4,4,3,443,Loyal Customers
241,1,76.65,3,4,2,342,Loyal Customers
327,1,62.44,2,4,1,241,Others
258,1,115.21,3,4,3,343,Loyal Customers
77,1,53.37,4,4,1,441,Loyal Customers
92,1,101.25,4,4,2,442,Loyal Customers
274,1,42.6,2,4,1,241,Others
390,1,77.89,2,4,2,242,Others
245,1,98.62,3,4,2,342,Loyal Customers
105,1,84.85,4,4,2,442,Loyal Customers
251,1,279.08,3,4,4,344,Loyal Customers
97,2,204.04999999999998,4,4,4,444,Champions
581,1,44.65,1,4,1,141,Others
343,1,57.6,2,4,1,241,Others
414,1,142.28,1,4,3,143,Others
164,1,319.72,4,4,4,444,Champions
242,1,53.0,3,4,1,341,Loyal Customers
237,1,251.75,3,4,4,344,Loyal Customers
372,1,604.62,2,4,4,244,Others
218,1,83.61,3,4,2,342,Loyal Customers
470,1,141.79,1,4,3,143,Others
287,1,90.88,2,4,2,242,Others
425,1,83.2,1,4,2,142,Others
401,1,103.55,1,4,2,142,Others
471,1,86.64,1,4,2,142,Others
525,1,87.73,1,4,2,142,Others
141,1,67.15,4,4,2,442,Loyal Customers
412,1,31.75,1,4,1,141,Others
429,1,290.67,1,4,4,144,Others
299,1,148.16,2,4,3,243,Others
219,1,76.86,3,4,2,342,Loyal Customers
440,1,188.62,1,4,4,144,Others
184,1,160.55,3,4,3,343,Loyal Customers
152,1,95.34,4,4,2,442,Loyal Customers
238,1,48.69,3,4,1,341,Loyal Customers
314,1,42.59,2,4,1,241,Others
126,1,96.65,4,4,2,442,Loyal Customers
194,1,129.64,3,4,3,343,Loyal Customers
265,1,201.82,3,4,4,344,Loyal Customers
120,1,365.82,4,4,4,444,Champions
537,1,59.96,1,4,1,141,Others
246,1,66.78,3,4,2,342,Loyal Customers
324,1,59.89,2,4,1,241,Others
273,1,248.36,2,4,4,244,Others
623,1,38.42,1,4,1,141,Others
111,1,70.46,4,4,2,442,Loyal Customers
120,1,200.37,4,4,4,444,Champions
287,1,70.53,2,4,2,242,Others
286,1,77.89,2,4,2,242,Others
234,1,101.73,3,4,2,342,Loyal Customers
251,1,150.17,3,4,3,343,Loyal Customers
84,1,99.06,4,4,2,442,Loyal Customers
260,1,65.79,3,4,2,342,Loyal Customers
169,1,158.45,3,4,3,343,Loyal Customers
66,1,86.58,4,4,2,442,Loyal Customers
234,1,218.45,3,4,4,344,Loyal Customers
312,1,98.72,2,4,2,242,Others
324,1,126.92,2,4,3,243,Others
294,1,163.79,2,4,3,243,Others
244,1,76.78,3,4,2,342,Loyal Customers
217,1,137.4,3,4,3,343,Loyal Customers
534,1,31.51,1,4,1,141,Others
89,1,154.05,4,4,3,443,Loyal Customers
162,1,283.66,4,4,4,444,Champions
423,1,171.61,1,4,3,143,Others
268,1,58.62,3,4,1,341,Loyal Customers
203,1,166.31,3,4,3,343,Loyal Customers
309,2,156.22,2,4,3,243,Others
78,1,45.21,4,4,1,441,Loyal Customers
67,1,132.82,4,4,3,443,Loyal Customers
296,1,49.63,2,4,1,241,Others
81,1,210.08,4,4,4,444,Champions
139,1,303.22,4,4,4,444,Champions
386,2,193.96,2,4,4,244,Others
62,1,196.92,4,4,4,444,Champions
101,1,99.69,4,4,2,442,Loyal Customers
128,1,138.65,4,4,3,443,Loyal Customers
507,1,48.68,1,4,1,141,Others
247,1,30.44,3,4,1,341,Loyal Customers
338,1,381.9,2,4,4,244,Others
247,1,260.0,3,4,4,344,Loyal Customers
419,1,66.6,1,4,2,142,Others
464,1,56.85,1,4,1,141,Others
322,1,101.34,2,4,2,242,Others
80,1,57.510000000000005,4,4,1,441,Loyal Customers
429,1,61.72,1,4,1,141,Others
73,1,220.59,4,4,4,444,Champions
331,1,47.69,2,4,1,241,Others
311,1,160.51,2,4,3,243,Others
619,1,124.53,1,4,3,143,Others
322,1,98.14,2,4,2,242,Others
72,1,92.86,4,4,2,442,Loyal Customers
218,1,99.43,3,4,2,342,Loyal Customers
480,1,188.45,1,4,4,144,Others
234,2,40.18,3,4,1,341,Loyal Customers
394,1,40.1,2,4,1,241,Others
254,1,385.86,3,4,4,344,Loyal Customers
378,1,72.14,2,4,2,242,Others
70,1,40.17,4,4,1,441,Loyal Customers
590,1,64.51,1,4,2,142,Others
160,1,218.37,4,4,4,444,Champions
313,1,318.34,2,4,4,244,Others
602,1,77.16,1,4,2,142,Others
364,1,131.46,2,4,3,243,Others
287,1,89.38,2,4,2,242,Others
169,1,565.83,3,4,4,344,Loyal Customers
391,1,40.09,2,4,1,241,Others
276,2,865.97,2,4,4,244,Others
448,1,32.85,1,4,1,141,Others
378,1,77.57,2,4,2,242,Others
307,1,185.93,2,4,4,244,Others
63,1,79.11,4,4,2,442,Loyal Customers
236,1,149.7,3,4,3,343,Loyal Customers
338,1,240.76,2,4,4,244,Others
224,1,199.14,3,4,4,344,Loyal Customers
113,1,192.11,4,4,4,444,Champions
125,1,148.53,4,4,3,443,Loyal Customers
276,1,597.8,2,4,4,244,Others
377,1,939.72,2,4,4,244,Others
340,1,36.15,2,4,1,241,Others
546,2,111.97,1,4,3,143,Others
328,1,62.59,2,4,1,241,Others
595,1,304.06,1,4,4,144,Others
541,1,424.89,1,4,4,144,Others
299,1,92.9,2,4,2,242,Others
176,1,319.88,3,4,4,344,Loyal Customers
165,1,57.23,3,4,1,341,Loyal Customers
270,1,189.37,2,4,4,244,Others
353,1,913.7,2,4,4,244,Others
365,1,131.73,2,4,3,243,Others
310,1,45.0,2,4,1,241,Others
586,1,51.71,1,4,1,141,Others
162,1,42.75,4,4,1,441,Loyal Customers
612,1,34.37,1,4,1,141,Others
279,1,60.85,2,4,1,241,Others
323,1,136.3,2,4,3,243,Others
249,1,49.09,3,4,1,341,Loyal Customers
380,1,56.42,2,4,1,241,Others
584,1,145.48,1,4,3,143,Others
191,1,98.94,3,4,2,342,Loyal Customers
457,1,77.57,1,4,2,142,Others
322,1,69.05,2,4,2,242,Others
212,1,82.51,3,4,2,342,Loyal Customers
155,2,486.71,4,4,4,444,Champions
482,1,89.27,1,4,2,142,Others
203,1,37.72,3,4,1,341,Loyal Customers
407,1,118.93,1,4,3,143,Others
73,1,97.86,4,4,2,442,Loyal Customers
635,1,231.42,1,4,4,144,Others
289,1,117.47,2,4,3,243,Others
555,1,70.02,1,4,2,142,Others
80,1,38.23,4,4,1,441,Loyal Customers
154,1,112.45,4,4,3,443,Loyal Customers
439,1,146.15,1,4,3,143,Others
209,1,303.7,3,4,4,344,Loyal Customers
88,1,118.03,4,4,3,443,Loyal Customers
274,1,45.53,2,4,1,241,Others
105,1,52.04,4,4,1,441,Loyal Customers
275,1,44.79,2,4,1,241,Others
121,1,340.82,4,4,4,444,Champions
136,1,67.93,4,4,2,442,Loyal Customers
229,1,207.28,3,4,4,344,Loyal Customers
138,1,32.29,4,4,1,441,Loyal Customers
339,1,275.77,2,4,4,244,Others
191,1,82.88,3,4,2,342,Loyal Customers
146,1,173.97,4,4,3,443,Loyal Customers
450,1,357.52,1,4,4,144,Others
616,1,77.51,1,4,2,142,Others
274,1,1724.04,2,4,4,244,Others
429,1,77.57,1,4,2,142,Others
461,1,34.09,1,4,1,141,Others
283,1,105.73,2,4,2,242,Others
332,1,365.98,2,4,4,244,Others
482,1,155.63,1,4,3,143,Others
546,1,85.6,1,4,2,142,Others
463,1,65.55,1,4,2,142,Others
261,1,81.22,3,4,2,342,Loyal Customers
61,1,119.64,4,4,3,443,Loyal Customers
357,1,60.0,2,4,1,241,Others
203,1,72.34,3,4,2,342,Loyal Customers
205,1,26.79,3,4,1,341,Loyal Customers
288,1,70.62,2,4,2,242,Others
594,1,123.34,1,4,3,143,Others
231,1,87.64,3,4,2,342,Loyal Customers
188,1,84.68,3,4,2,342,Loyal Customers
231,1,25.0,3,4,1,341,Loyal Customers
137,1,27.48,4,4,1,441,Loyal Customers
291,1,40.09,2,4,1,241,Others
213,1,381.86,3,4,4,344,Loyal Customers
179,1,71.33,3,4,2,342,Loyal Customers
341,1,43.69,2,4,1,241,Others
392,1,131.42,2,4,3,243,Others
458,1,336.99,1,4,4,144,Others
134,1,227.38,4,4,4,444,Champions
181,1,110.0,3,4,3,343,Loyal Customers
133,1,333.66,4,4,4,444,Champions
240,1,114.04,3,4,3,343,Loyal Customers
251,1,587.73,3,4,4,344,Loyal Customers
301,1,186.05,2,4,4,244,Others
568,1,113.76,1,4,3,143,Others
152,1,267.37,4,4,4,444,Champions
81,1,42.26,4,4,1,441,Loyal Customers
367,1,208.89,2,4,4,244,Others
172,1,36.88,3,4,1,341,Loyal Customers
629,1,63.92,1,4,2,142,Others
132,1,198.93,4,4,4,444,Champions
219,1,153.25,3,4,3,343,Loyal Customers
339,1,433.43,2,4,4,244,Others
388,1,138.96,2,4,3,243,Others
70,1,53.63,4,4,1,441,Loyal Customers
555,1,40.86,1,4,1,141,Others
347,1,88.0,2,4,2,242,Others
310,1,221.12,2,4,4,244,Others
461,1,28.0,1,4,1,141,Others
153,1,151.49,4,4,3,443,Loyal Customers
462,1,167.29,1,4,3,143,Others
349,1,39.09,2,4,1,241,Others
311,1,92.57,2,4,2,242,Others
201,2,470.2,3,4,4,344,Loyal Customers
157,1,35.96,4,4,1,441,Loyal Customers
532,1,152.34,1,4,3,143,Others
204,1,51.71,3,4,1,341,Loyal Customers
157,1,621.07,4,4,4,444,Champions
201,1,624.91,3,4,4,344,Loyal Customers
597,1,54.06,1,4,1,141,Others
57,1,75.4,4,4,2,442,Loyal Customers
211,1,140.68,3,4,3,343,Loyal Customers
393,1,266.94,2,4,4,244,Others
171,1,493.93,3,4,4,344,Loyal Customers
414,1,175.77,1,4,3,143,Others
253,1,40.47,3,4,1,341,Loyal Customers
601,1,16.96,1,4,1,141,Others
129,1,32.39,4,4,1,441,Loyal Customers
327,1,88.48,2,4,2,242,Others
327,1,698.5,2,4,4,244,Others
276,1,122.8,2,4,3,243,Others
218,1,113.11,3,4,3,343,Loyal Customers
569,1,91.23,1,4,2,142,Others
224,1,291.54,3,4,4,344,Loyal Customers
251,1,32.38,3,4,1,341,Loyal Customers
401,1,222.17,1,4,4,144,Others
336,1,77.56,2,4,2,242,Others
509,1,25.78,1,4,1,141,Others
427,1,176.78,1,4,3,143,Others
492,1,91.96,1,4,2,142,Others
316,1,26.58,2,4,1,241,Others
445,1,334.34,1,4,4,144,Others
162,1,128.68,4,4,3,443,Loyal Customers
593,1,816.17,1,4,4,144,Others
258,1,131.61,3,4,3,343,Loyal Customers
322,1,64.17,2,4,2,242,Others
440,1,258.05,1,4,4,144,Others
84,1,51.05,4,4,1,441,Loyal Customers
74,1,168.24,4,4,3,443,Loyal Customers
461,1,40.19,1,4,1,141,Others
275,1,208.48,2,4,4,244,Others
469,1,497.62,1,4,4,144,Others
507,1,65.01,1,4,2,142,Others
228,1,118.48,3,4,3,343,Loyal Customers
197,1,93.56,3,4,2,342,Loyal Customers
310,1,65.0,2,4,2,242,Others
247,1,117.08,3,4,3,343,Loyal Customers
260,2,424.49,3,4,4,344,Loyal Customers
294,1,492.56,2,4,4,244,Others
160,1,43.23,4,4,1,441,Loyal Customers
217,1,92.9,3,4,2,342,Loyal Customers
583,1,118.9,1,4,3,143,Others
618,1,74.6,1,4,2,142,Others
270,1,63.74,2,4,2,242,Others
235,1,276.58,3,4,4,344,Loyal Customers
367,1,120.06,2,4,3,243,Others
385,1,388.44,2,4,4,244,Others
210,1,86.37,3,4,2,342,Loyal Customers
245,1,196.01,3,4,4,344,Loyal Customers
219,1,156.63,3,4,3,343,Loyal Customers
114,1,49.3,4,4,1,441,Loyal Customers
359,1,24.17,2,4,1,241,Others
327,1,48.69,2,4,1,241,Others
232,1,55.1,3,4,1,341,Loyal Customers
83,1,175.99,4,4,3,443,Loyal Customers
286,1,103.9,2,4,2,242,Others
563,1,107.27,1,4,2,142,Others
223,1,91.68,3,4,2,342,Loyal Customers
255,1,134.28,3,4,3,343,Loyal Customers
57,1,224.84,4,4,4,444,Champions
102,1,182.91,4,4,3,443,Loyal Customers
261,1,43.09,3,4,1,341,Loyal Customers
249,1,57.05,3,4,1,341,Loyal Customers
79,1,40.81,4,4,1,441,Loyal Customers
316,1,148.49,2,4,3,243,Others
152,1,163.32,4,4,3,443,Loyal Customers
86,1,181.53,4,4,3,443,Loyal Customers
358,1,206.76,2,4,4,244,Others
370,1,208.55,2,4,4,244,Others
335,1,92.06,2,4,2,242,Others
219,1,26.44,3,4,1,341,Loyal Customers
123,1,79.23,4,4,2,442,Loyal Customers
570,1,77.98,1,4,2,142,Others
59,1,32.29,4,4,1,441,Loyal Customers
469,1,90.85,1,4,2,142,Others
562,1,42.42,1,4,1,141,Others
603,1,30.76,1,4,1,141,Others
303,1,79.18,2,4,2,242,Others
176,1,61.44,3,4,1,341,Loyal Customers
330,1,60.6,2,4,1,241,Others
587,1,43.71,1,4,1,141,Others
480,1,49.0,1,4,1,141,Others
113,1,289.02,4,4,4,444,Champions
280,1,387.0,2,4,4,244,Others
197,1,176.99,3,4,3,343,Loyal Customers
602,1,163.07,1,4,3,143,Others
232,1,136.44,3,4,3,343,Loyal Customers
168,1,145.11,3,4,3,343,Loyal Customers
466,1,61.11,1,4,1,141,Others
132,1,187.1,4,4,4,444,Champions
331,1,108.2,2,4,3,243,Others
128,1,132.16,4,4,3,443,Loyal Customers
214,1,327.17,3,4,4,344,Loyal Customers
68,1,180.32,4,4,3,443,Loyal Customers
233,1,144.12,3,4,3,343,Loyal Customers
504,1,102.03,1,4,2,142,Others
122,1,93.65,4,4,2,442,Loyal Customers
609,1,380.75,1,4,4,144,Others
589,1,48.71,1,4,1,141,Others
511,1,38.0,1,4,1,141,Others
259,1,105.66,3,4,2,342,Loyal Customers
238,1,131.16,3,4,3,343,Loyal Customers
302,1,190.37,2,4,4,244,Others
95,1,27.73,4,4,1,441,Loyal Customers
251,1,54.0,3,4,1,341,Loyal Customers
137,1,223.88,4,4,4,444,Champions
514,1,87.71,1,4,2,142,Others
436,1,77.89,1,4,2,142,Others
629,1,144.14,1,4,3,143,Others
233,1,37.77,3,4,1,341,Loyal Customers
