Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
288,1,32.38,2,1,1,211,At Risk
198,1,109.76,3,1,3,313,Potential Loyalists
611,1,603.56,1,1,4,114,At Risk
77,1,222.62,4,1,4,414,Potential Loyalists
314,1,199.07,2,1,4,214,At Risk
87,1,268.81,4,1,4,414,Potential Loyalists
304,1,37.77,2,1,1,211,At Risk
199,2,253.08,3,4,4,344,Loyal Customers
283,1,212.32,2,1,4,214,At Risk
275,1,304.35,2,1,4,214,At Risk
90,2,432.74,4,4,4,444,Champions
372,1,308.3,2,1,4,214,At Risk
181,1,137.74,3,1,3,313,Potential Loyalists
497,1,203.3,1,1,4,114,At Risk
128,1,293.92,4,1,4,414,Potential Loyalists
219,1,164.98,3,1,3,313,Potential Loyalists
213,1,40.29,3,1,1,311,Potential Loyalists
451,2,584.56,1,4,4,144,Others
144,1,81.31,4,1,2,412,Potential Loyalists
210,1,47.38,3,1,1,311,Potential Loyalists
136,1,216.0,4,1,4,414,Potential Loyalists
465,1,101.63,1,1,2,112,At Risk
332,1,169.84,2,1,3,213,At Risk
398,1,52.59,2,1,1,211,At Risk
77,1,134.08,4,1,3,413,Potential Loyalists
178,1,111.61,3,1,3,313,Potential Loyalists
161,1,122.27,4,1,3,413,Potential Loyalists
231,1,144.66,3,1,3,313,Potential Loyalists
235,1,417.16,3,1,4,314,Potential Loyalists
377,1,61.05,2,1,1,211,At Risk
81,1,37.85,4,1,1,411,Potential Loyalists
485,1,103.55,1,1,2,112,At Risk
232,1,225.13,3,1,4,314,Potential Loyalists
318,1,31.93,2,1,1,211,At Risk
491,1,111.02,1,1,3,113,At Risk
335,1,179.6,2,1,3,213,At Risk
62,1,68.35,4,1,2,412,Potential Loyalists
203,1,61.22,3,1,1,311,Potential Loyalists
273,1,36.75,2,1,1,211,At Risk
203,1,136.56,3,1,3,313,Potential Loyalists
329,1,108.96,2,1,3,213,At Risk
496,1,125.7,1,1,3,113,At Risk
467,1,73.47,1,1,2,112,At Risk
544,1,34.24,1,1,1,111,At Risk
219,1,237.52,3,1,4,314,Potential Loyalists
94,1,67.49,4,1,2,412,Potential Loyalists
274,1,50.34,2,1,1,211,At Risk
494,1,242.37,1,1,4,114,At Risk
387,1,187.7,2,1,4,214,At Risk
90,1,159.16,4,1,3,413,Potential Loyalists
89,1,123.49,4,1,3,413,Potential Loyalists
560,1,67.02,1,1,2,112,At Risk
71,1,73.49,4,1,2,412,Potential Loyalists
486,1,63.5,1,1,2,112,At Risk
316,1,368.7,2,1,4,214,At Risk
346,1,95.18,2,1,2,212,At Risk
327,1,211.17,2,1,4,214,At Risk
78,1,158.28,4,1,3,413,Potential Loyalists
522,1,175.28,1,1,3,113,At Risk
111,1,95.74,4,1,2,412,Potential Loyalists
300,1,40.76,2,1,1,211,At Risk
577,1,82.14,1,1,2,112,At Risk
548,1,68.01,1,1,2,112,At Risk
435,1,43.09,1,1,1,111,At Risk
492,1,117.08,1,1,3,113,At Risk
63,1,137.03,4,1,3,413,Potential Loyalists
184,1,30.23,3,1,1,311,Potential Loyalists
484,1,117.68,1,1,3,113,At Risk
234,1,62.78,3,1,1,311,Potential Loyalists
301,1,27.77,2,1,1,211,At Risk
218,1,37.22,3,1,1,311,Potential Loyalists
216,1,49.87,3,1,1,311,Potential Loyalists
332,1,55.0,2,1,1,211,At Risk
459,1,212.73,1,1,4,114,At Risk
415,1,242.03,1,1,4,114,At Risk
396,1,46.69,2,1,1,211,At Risk
158,1,111.81,4,1,3,413,Potential Loyalists
84,1,71.58,4,1,2,412,Potential Loyalists
339,1,94.35,2,1,2,212,At Risk
105,1,208.46,4,1,4,414,Potential Loyalists
443,1,97.71,1,1,2,112,At Risk
638,1,161.65,1,1,3,113,At Risk
318,1,25.7,2,1,1,211,At Risk
78,1,86.31,4,1,2,412,Potential Loyalists
382,1,108.93,2,1,3,213,At Risk
121,1,146.0,4,1,3,413,Potential Loyalists
247,1,978.97,3,1,4,314,Potential Loyalists
264,1,60.1,3,1,1,311,Potential Loyalists
155,1,20.16,4,1,1,411,Potential Loyalists
154,1,478.9,4,1,4,414,Potential Loyalists
149,1,579.0,4,1,4,414,Potential Loyalists
518,1,55.0,1,1,1,111,At Risk
624,1,59.83,1,1,1,111,At Risk
161,1,686.41,4,1,4,414,Potential Loyalists
326,1,111.02,2,1,3,213,At Risk
237,1,60.0,3,1,1,311,Potential Loyalists
491,1,56.79,1,1,1,111,At Risk
127,1,226.95,4,1,4,414,Potential Loyalists
129,1,506.29,4,1,4,414,Potential Loyalists
379,1,219.63,2,1,4,214,At Risk
395,1,675.01,2,1,4,214,At Risk
503,1,365.37,1,1,4,114,At Risk
621,1,251.28,1,1,4,114,At Risk
347,1,73.84,2,1,2,212,At Risk
493,1,95.21,1,1,2,112,At Risk
229,1,109.18,3,1,3,313,Potential Loyalists
199,1,192.55,3,1,4,314,Potential Loyalists
496,1,40.01,1,1,1,111,At Risk
473,2,156.85,1,4,3,143,Others
169,1,37.13,3,1,1,311,Potential Loyalists
444,1,313.29,1,1,4,114,At Risk
529,1,57.09,1,1,1,111,At Risk
430,1,318.34,1,1,4,114,At Risk
176,1,167.55,3,1,3,313,Potential Loyalists
80,1,284.55,4,1,4,414,Potential Loyalists
135,1,181.24,4,1,3,413,Potential Loyalists
588,1,45.86,1,1,1,111,At Risk
161,1,154.81,4,1,3,413,Potential Loyalists
204,1,310.44,3,1,4,314,Potential Loyalists
214,1,2960.05,3,1,4,314,Potential Loyalists
161,1,37.04,4,1,1,411,Potential Loyalists
338,1,128.08,2,1,3,213,At Risk
249,1,44.09,3,1,1,311,Potential Loyalists
218,1,72.38,3,1,2,312,Potential Loyalists
497,1,203.43,1,1,4,114,At Risk
207,1,67.81,3,1,2,312,Potential Loyalists
231,1,366.9,3,1,4,314,Potential Loyalists
423,1,223.68,1,1,4,114,At Risk
569,1,80.08,1,1,2,112,At Risk
561,1,96.2,1,1,2,112,At Risk
230,1,401.3,3,1,4,314,Potential Loyalists
176,1,55.33,3,1,1,311,Potential Loyalists
83,1,43.54,4,1,1,411,Potential Loyalists
309,1,36.62,2,1,1,211,At Risk
141,1,170.74,4,1,3,413,Potential Loyalists
308,2,1297.47,2,4,4,244,Others
463,1,37.61,1,1,1,111,At Risk
393,1,97.74000000000001,2,1,2,212,At Risk
281,1,348.46,2,1,4,214,At Risk
276,1,166.35,2,1,3,213,At Risk
208,1,29.69,3,1,1,311,Potential Loyalists
378,1,309.07,2,1,4,214,At Risk
507,1,72.45,1,1,2,112,At Risk
76,1,233.61,4,1,4,414,Potential Loyalists
496,1,50.61,1,1,1,111,At Risk
631,1,33.95,1,1,1,111,At Risk
125,1,40.96,4,1,1,411,Potential Loyalists
174,1,49.03,3,1,1,311,Potential Loyalists
601,1,76.78,1,1,2,112,At Risk
93,1,193.82,4,1,4,414,Potential Loyalists
344,2,210.62,2,4,4,244,Others
583,1,185.61,1,1,4,114,At Risk
326,1,268.0,2,1,4,214,At Risk
75,1,57.97,4,1,1,411,Potential Loyalists
370,1,57.77,2,1,1,211,At Risk
451,1,83.41,1,1,2,112,At Risk
258,1,113.45,3,1,3,313,Potential Loyalists
241,1,63.69,3,1,2,312,Potential Loyalists
119,1,67.7,4,1,2,412,Potential Loyalists
191,1,121.7,3,1,3,313,Potential Loyalists
269,1,36.65,3,1,1,311,Potential Loyalists
276,1,165.29,2,1,3,213,At Risk
232,1,239.1,3,1,4,314,Potential Loyalists
59,1,47.46,4,1,1,411,Potential Loyalists
65,1,200.35,4,1,4,414,Potential Loyalists
298,1,33.0,2,1,1,211,At Risk
61,1,120.8,4,1,3,413,Potential Loyalists
271,1,172.62,2,1,3,213,At Risk
276,1,216.0,2,1,4,214,At Risk
327,1,65.62,2,1,2,212,At Risk
515,1,271.84,1,1,4,114,At Risk
76,1,91.82,4,1,2,412,Potential Loyalists
69,1,83.15,4,1,2,412,Potential Loyalists
521,1,84.23,1,1,2,112,At Risk
245,1,774.03,3,1,4,314,Potential Loyalists
391,1,129.32,2,1,3,213,At Risk
83,1,122.67,4,1,3,413,Potential Loyalists
225,1,63.13,3,1,2,312,Potential Loyalists
273,1,87.05,2,1,2,212,At Risk
139,1,78.38,4,1,2,412,Potential Loyalists
303,1,260.36,2,1,4,214,At Risk
391,2,322.49,2,4,4,244,Others
255,1,91.18,3,1,2,312,Potential Loyalists
239,1,100.95,3,1,2,312,Potential Loyalists
273,1,61.01,2,1,1,211,At Risk
244,1,243.11,3,1,4,314,Potential Loyalists
51,1,71.08,4,1,2,412,Potential Loyalists
79,1,78.55,4,1,2,412,Potential Loyalists
258,1,34.0,3,1,1,311,Potential Loyalists
120,1,165.26,4,1,3,413,Potential Loyalists
110,2,74.86,4,4,2,442,Loyal Customers
160,1,177.28,4,1,3,413,Potential Loyalists
368,1,313.39,2,1,4,214,At Risk
194,1,223.41,3,1,4,314,Potential Loyalists
174,1,309.7,3,1,4,314,Potential Loyalists
412,1,79.98,1,1,2,112,At Risk
743,1,95.58,1,1,2,112,At Risk
576,1,77.29,1,1,2,112,At Risk
433,1,315.76,1,1,4,114,At Risk
570,1,42.96,1,1,1,111,At Risk
79,1,253.23,4,1,4,414,Potential Loyalists
209,1,32.38,3,1,1,311,Potential Loyalists
220,1,139.99,3,1,3,313,Potential Loyalists
324,1,43.68,2,1,1,211,At Risk
145,1,69.9,4,1,2,412,Potential Loyalists
457,1,38.75,1,1,1,111,At Risk
201,1,91.39,3,1,2,312,Potential Loyalists
386,1,167.13,2,1,3,213,At Risk
315,1,131.04,2,1,3,213,At Risk
320,1,155.73,2,1,3,213,At Risk
475,1,389.99,1,1,4,114,At Risk
315,1,76.66,2,1,2,212,At Risk
134,1,54.38,4,1,1,411,Potential Loyalists
142,1,23.88,4,1,1,411,Potential Loyalists
107,1,222.13,4,1,4,414,Potential Loyalists
545,1,212.46,1,1,4,114,At Risk
169,4,857.95,3,4,4,344,Loyal Customers
553,1,147.64,1,1,3,113,At Risk
80,1,170.0,4,1,3,413,Potential Loyalists
96,1,138.94,4,1,3,413,Potential Loyalists
239,1,33.71,3,1,1,311,Potential Loyalists
111,1,510.22,4,1,4,414,Potential Loyalists
294,1,96.22,2,1,2,212,At Risk
94,1,34.13,4,1,1,411,Potential Loyalists
54,1,71.61,4,1,2,412,Potential Loyalists
201,1,122.33,3,1,3,313,Potential Loyalists
293,1,442.26,2,1,4,214,At Risk
108,1,119.47,4,1,3,413,Potential Loyalists
78,1,44.9,4,1,1,411,Potential Loyalists
553,1,112.08,1,1,3,113,At Risk
86,1,228.28,4,1,4,414,Potential Loyalists
307,1,178.27,2,1,3,213,At Risk
323,1,73.84,2,1,2,212,At Risk
385,1,54.11,2,1,1,211,At Risk
423,1,401.37,1,1,4,114,At Risk
175,1,82.9,3,1,2,312,Potential Loyalists
109,1,112.96,4,1,3,413,Potential Loyalists
510,1,470.38,1,1,4,114,At Risk
330,1,87.0,2,1,2,212,At Risk
395,1,93.78,2,1,2,212,At Risk
434,1,130.56,1,1,3,113,At Risk
163,1,59.66,4,1,1,411,Potential Loyalists
548,1,312.18,1,1,4,114,At Risk
72,1,42.76,4,1,1,411,Potential Loyalists
465,1,234.95,1,1,4,114,At Risk
508,1,51.1,1,1,1,111,At Risk
227,1,489.09,3,1,4,314,Potential Loyalists
84,1,646.44,4,1,4,414,Potential Loyalists
254,1,116.46,3,1,3,313,Potential Loyalists
255,1,456.15,3,1,4,314,Potential Loyalists
254,1,239.77,3,1,4,314,Potential Loyalists
546,1,114.77,1,1,3,113,At Risk
151,1,2153.35,4,1,4,414,Potential Loyalists
95,1,1391.35,4,1,4,414,Potential Loyalists
190,1,40.29,3,1,1,311,Potential Loyalists
198,1,163.92,3,1,3,313,Potential Loyalists
360,1,96.22,2,1,2,212,At Risk
193,1,115.45,3,1,3,313,Potential Loyalists
327,1,44.1,2,1,1,211,At Risk
536,1,25.72,1,1,1,111,At Risk
228,1,189.37,3,1,4,314,Potential Loyalists
199,1,27.45,3,1,1,311,Potential Loyalists
166,1,45.22,3,1,1,311,Potential Loyalists
651,6,110.72,1,4,3,143,Others
493,1,279.7,1,1,4,114,At Risk
84,1,148.23,4,1,3,413,Potential Loyalists
499,1,35.17,1,1,1,111,At Risk
336,1,134.59,2,1,3,213,At Risk
338,1,208.72,2,1,4,214,At Risk
120,1,134.04,4,1,3,413,Potential Loyalists
161,1,107.65,4,1,2,412,Potential Loyalists
182,1,32.77,3,1,1,311,Potential Loyalists
432,1,31.38,1,1,1,111,At Risk
472,1,45.61,1,1,1,111,At Risk
574,1,319.53,1,1,4,114,At Risk
113,1,765.84,4,1,4,414,Potential Loyalists
107,1,82.56,4,1,2,412,Potential Loyalists
603,1,38.0,1,1,1,111,At Risk
353,1,212.8,2,1,4,214,At Risk
75,1,36.94,4,1,1,411,Potential Loyalists
69,1,33.34,4,1,1,411,Potential Loyalists
440,1,31.78,1,1,1,111,At Risk
211,1,213.31,3,1,4,314,Potential Loyalists
284,1,464.05,2,1,4,214,At Risk
527,1,46.01,1,1,1,111,At Risk
198,1,571.73,3,1,4,314,Potential Loyalists
589,1,278.07,1,1,4,114,At Risk
182,1,115.48,3,1,3,313,Potential Loyalists
134,1,47.96,4,1,1,411,Potential Loyalists
155,1,102.16,4,1,2,412,Potential Loyalists
422,1,49.24,1,1,1,111,At Risk
62,2,227.03,4,4,4,444,Champions
322,1,57.62,2,1,1,211,At Risk
368,1,105.08,2,1,2,212,At Risk
390,1,167.29,2,1,3,213,At Risk
443,1,38.27,1,1,1,111,At Risk
320,1,92.8,2,1,2,212,At Risk
87,1,95.3,4,1,2,412,Potential Loyalists
261,1,344.55,3,1,4,314,Potential Loyalists
115,1,128.88,4,1,3,413,Potential Loyalists
62,1,97.57,4,1,2,412,Potential Loyalists
123,1,401.82,4,1,4,414,Potential Loyalists
247,1,126.54,3,1,3,313,Potential Loyalists
255,1,106.21,3,1,2,312,Potential Loyalists
568,1,115.02,1,1,3,113,At Risk
274,1,62.3,2,1,1,211,At Risk
120,1,289.18,4,1,4,414,Potential Loyalists
62,1,81.74,4,1,2,412,Potential Loyalists
182,1,81.81,3,1,2,312,Potential Loyalists
537,1,104.8,1,1,2,112,At Risk
305,1,40.09,2,1,1,211,At Risk
171,1,19.64,3,1,1,311,Potential Loyalists
558,2,141.70999999999998,1,4,3,143,Others
275,1,299.85,2,1,4,214,At Risk
213,1,193.67,3,1,4,314,Potential Loyalists
320,1,195.73,2,1,4,214,At Risk
147,1,83.75,4,1,2,412,Potential Loyalists
62,1,52.13,4,1,1,411,Potential Loyalists
623,1,38.64,1,1,1,111,At Risk
353,1,141.33,2,1,3,213,At Risk
213,1,144.68,3,1,3,313,Potential Loyalists
593,1,128.88,1,1,3,113,At Risk
504,1,93.56,1,1,2,112,At Risk
95,1,44.18,4,1,1,411,Potential Loyalists
485,1,205.19,1,1,4,114,At Risk
613,1,239.95,1,1,4,114,At Risk
333,1,198.67,2,1,4,214,At Risk
79,1,447.68,4,1,4,414,Potential Loyalists
324,1,76.65,2,1,2,212,At Risk
473,1,321.58,1,1,4,114,At Risk
253,1,51.01,3,1,1,311,Potential Loyalists
80,1,84.54,4,1,2,412,Potential Loyalists
95,1,122.53,4,1,3,413,Potential Loyalists
576,1,33.51,1,1,1,111,At Risk
212,1,73.25,3,1,2,312,Potential Loyalists
292,1,390.47,2,1,4,214,At Risk
319,1,270.45,2,1,4,214,At Risk
142,1,432.34,4,1,4,414,Potential Loyalists
536,1,251.82,1,1,4,114,At Risk
358,1,80.2,2,1,2,212,At Risk
531,1,50.42,1,1,1,111,At Risk
94,1,75.68,4,1,2,412,Potential Loyalists
556,1,39.51,1,1,1,111,At Risk
602,1,88.84,1,1,2,112,At Risk
366,1,156.64,2,1,3,213,At Risk
323,1,39.6,2,1,1,211,At Risk
517,1,78.17,1,1,2,112,At Risk
577,1,64.65,1,1,2,112,At Risk
302,1,373.82,2,1,4,214,At Risk
230,1,58.01,3,1,1,311,Potential Loyalists
80,1,32.63,4,1,1,411,Potential Loyalists
233,1,1725.64,3,1,4,314,Potential Loyalists
147,1,79.29,4,1,2,412,Potential Loyalists
191,1,163.95,3,1,3,313,Potential Loyalists
340,1,120.39,2,1,3,213,At Risk
400,1,285.63,1,1,4,114,At Risk
106,1,141.45,4,1,3,413,Potential Loyalists
365,1,316.3,2,1,4,214,At Risk
380,1,326.53,2,1,4,214,At Risk
589,1,208.17,1,1,4,114,At Risk
137,1,87.75,4,1,2,412,Potential Loyalists
604,1,40.86,1,1,1,111,At Risk
114,1,236.7,4,1,4,414,Potential Loyalists
359,1,155.14,2,1,3,213,At Risk
477,1,233.04,1,1,4,114,At Risk
395,1,352.94,2,1,4,214,At Risk
528,2,782.4300000000001,1,4,4,144,Others
401,1,69.72,1,1,2,112,At Risk
232,1,72.8,3,1,2,312,Potential Loyalists
228,1,193.03,3,1,4,314,Potential Loyalists
155,1,57.23,4,1,1,411,Potential Loyalists
127,1,183.97,4,1,4,414,Potential Loyalists
326,1,237.07,2,1,4,214,At Risk
76,1,92.2,4,1,2,412,Potential Loyalists
137,1,138.71,4,1,3,413,Potential Loyalists
545,1,115.02,1,1,3,113,At Risk
248,1,112.39,3,1,3,313,Potential Loyalists
63,1,96.89,4,1,2,412,Potential Loyalists
156,1,30.48,4,1,1,411,Potential Loyalists
88,1,99.89,4,1,2,412,Potential Loyalists
297,1,36.69,2,1,1,211,At Risk
323,1,134.83,2,1,3,213,At Risk
90,1,149.04,4,1,3,413,Potential Loyalists
275,1,163.68,2,1,3,213,At Risk
160,2,135.17000000000002,4,4,3,443,Loyal Customers
272,1,102.64,2,1,2,212,At Risk
56,1,34.38,4,1,1,411,Potential Loyalists
239,1,131.54,3,1,3,313,Potential Loyalists
140,1,137.31,4,1,3,413,Potential Loyalists
287,1,107.54,2,1,2,212,At Risk
211,1,200.35,3,1,4,314,Potential Loyalists
251,1,116.85,3,1,3,313,Potential Loyalists
173,1,50.68,3,1,1,311,Potential Loyalists
143,1,719.74,4,1,4,414,Potential Loyalists
224,1,175.77,3,1,3,313,Potential Loyalists
323,1,619.86,2,1,4,214,At Risk
327,1,116.99,2,1,3,213,At Risk
572,1,45.86,1,1,1,111,At Risk
330,1,161.62,2,1,3,213,At Risk
475,1,286.64,1,1,4,114,At Risk
111,1,45.49,4,1,1,411,Potential Loyalists
269,1,74.16,3,1,2,312,Potential Loyalists
491,1,165.06,1,1,3,113,At Risk
302,1,78.71,2,1,2,212,At Risk
55,1,162.06,4,1,3,413,Potential Loyalists
414,1,420.13,1,1,4,114,At Risk
364,1,78.64,2,1,2,212,At Risk
123,1,124.93,4,1,3,413,Potential Loyalists
274,1,86.02,2,1,2,212,At Risk
617,1,637.81,1,1,4,114,At Risk
158,1,110.44,4,1,3,413,Potential Loyalists
150,1,130.65,4,1,3,413,Potential Loyalists
565,1,106.58,1,1,2,112,At Risk
488,1,147.65,1,1,3,113,At Risk
570,1,94.63,1,1,2,112,At Risk
275,1,66.87,2,1,2,212,At Risk
466,1,66.06,1,1,2,112,At Risk
162,1,89.17,4,1,2,412,Potential Loyalists
77,1,173.74,4,1,3,413,Potential Loyalists
331,1,91.18,2,1,2,212,At Risk
518,1,220.54,1,1,4,114,At Risk
67,1,268.84,4,1,4,414,Potential Loyalists
286,2,119.87,2,4,3,243,Others
246,1,34.0,3,1,1,311,Potential Loyalists
297,2,114.75,2,4,3,243,Others
253,1,141.5,3,1,3,313,Potential Loyalists
349,1,36.35,2,1,1,211,At Risk
224,1,81.01,3,1,2,312,Potential Loyalists
167,1,514.41,3,1,4,314,Potential Loyalists
340,1,127.01,2,1,3,213,At Risk
115,1,186.49,4,1,4,414,Potential Loyalists
268,1,558.16,3,1,4,314,Potential Loyalists
56,1,131.76,4,1,3,413,Potential Loyalists
133,1,386.98,4,1,4,414,Potential Loyalists
65,1,214.17,4,1,4,414,Potential Loyalists
227,1,123.52,3,1,3,313,Potential Loyalists
229,1,37.0,3,1,1,311,Potential Loyalists
162,1,65.6,4,1,2,412,Potential Loyalists
538,1,26.71,1,1,1,111,At Risk
59,1,203.23,4,1,4,414,Potential Loyalists
442,1,164.06,1,1,3,113,At Risk
271,1,216.83,2,1,4,214,At Risk
364,1,134.48,2,1,3,213,At Risk
242,1,127.95,3,1,3,313,Potential Loyalists
327,1,74.16,2,1,2,212,At Risk
163,1,137.47,4,1,3,413,Potential Loyalists
625,1,122.99,1,1,3,113,At Risk
176,1,64.13,3,1,2,312,Potential Loyalists
275,2,245.29000000000002,2,4,4,244,Others
336,1,148.89,2,1,3,213,At Risk
118,1,97.58,4,1,2,412,Potential Loyalists
219,1,167.52,3,1,3,313,Potential Loyalists
168,3,609.12,3,4,4,344,Loyal Customers
231,1,200.91,3,1,4,314,Potential Loyalists
320,1,35.77,2,1,1,211,At Risk
257,1,113.62,3,1,3,313,Potential Loyalists
370,1,95.09,2,1,2,212,At Risk
206,1,48.82,3,1,1,311,Potential Loyalists
221,1,186.6,3,1,4,314,Potential Loyalists
367,1,58.62,2,1,1,211,At Risk
389,1,146.47,2,1,3,213,At Risk
327,1,62.99,2,1,1,211,At Risk
185,1,118.07,3,1,3,313,Potential Loyalists
183,1,95.31,3,1,2,312,Potential Loyalists
191,1,110.07,3,1,3,313,Potential Loyalists
513,1,134.58,1,1,3,113,At Risk
87,1,150.37,4,1,3,413,Potential Loyalists
591,1,463.15,1,1,4,114,At Risk
100,1,203.39,4,1,4,414,Potential Loyalists
234,1,161.7,3,1,3,313,Potential Loyalists
357,1,76.65,2,1,2,212,At Risk
211,1,67.36,3,1,2,312,Potential Loyalists
413,1,295.54,1,1,4,114,At Risk
520,1,41.62,1,1,1,111,At Risk
75,1,31.91,4,1,1,411,Potential Loyalists
344,1,185.94,2,1,4,214,At Risk
85,1,116.62,4,1,3,413,Potential Loyalists
82,1,228.34,4,1,4,414,Potential Loyalists
562,1,260.51,1,1,4,114,At Risk
225,1,34.03,3,1,1,311,Potential Loyalists
373,1,153.9,2,1,3,213,At Risk
134,1,125.16,4,1,3,413,Potential Loyalists
538,1,338.96,1,1,4,114,At Risk
141,1,146.54,4,1,3,413,Potential Loyalists
232,1,83.95,3,1,2,312,Potential Loyalists
96,1,172.16,4,1,3,413,Potential Loyalists
564,1,16.96,1,1,1,111,At Risk
324,1,255.56,2,1,4,214,At Risk
566,1,90.84,1,1,2,112,At Risk
326,1,132.02,2,1,3,213,At Risk
172,1,47.94,3,1,1,311,Potential Loyalists
171,1,131.06,3,1,3,313,Potential Loyalists
372,1,148.15,2,1,3,213,At Risk
263,1,93.3,3,1,2,312,Potential Loyalists
323,1,39.089999999999996,2,1,1,211,At Risk
164,1,44.23,4,1,1,411,Potential Loyalists
65,2,349.12,4,4,4,444,Champions
93,1,155.98,4,1,3,413,Potential Loyalists
486,1,37.0,1,1,1,111,At Risk
607,1,106.69,1,1,2,112,At Risk
616,1,80.77,1,1,2,112,At Risk
79,1,84.64,4,1,2,412,Potential Loyalists
295,1,63.1,2,1,1,211,At Risk
184,1,51.79,3,1,1,311,Potential Loyalists
565,1,111.07,1,1,3,113,At Risk
383,1,220.46,2,1,4,214,At Risk
185,1,201.96,3,1,4,314,Potential Loyalists
240,1,106.25,3,1,2,312,Potential Loyalists
366,1,405.54,2,1,4,214,At Risk
193,1,52.37,3,1,1,311,Potential Loyalists
308,1,35.53,2,1,1,211,At Risk
219,1,50.15,3,1,1,311,Potential Loyalists
231,1,48.34,3,1,1,311,Potential Loyalists
469,1,218.63,1,1,4,114,At Risk
165,1,51.22,3,1,1,311,Potential Loyalists
246,1,85.84,3,1,2,312,Potential Loyalists
210,1,116.65,3,1,3,313,Potential Loyalists
367,1,288.13,2,1,4,214,At Risk
313,1,101.34,2,1,2,212,At Risk
163,1,138.64,4,1,3,413,Potential Loyalists
538,1,50.34,1,1,1,111,At Risk
436,1,105.28,1,1,2,112,At Risk
65,1,139.01,4,1,3,413,Potential Loyalists
459,1,66.01,1,1,2,112,At Risk
58,1,82.32,4,1,2,412,Potential Loyalists
286,1,46.0,2,1,1,211,At Risk
177,1,89.45,3,1,2,312,Potential Loyalists
72,1,88.19,4,1,2,412,Potential Loyalists
582,1,78.6,1,1,2,112,At Risk
593,1,1350.5,1,1,4,114,At Risk
506,1,105.77,1,1,2,112,At Risk
198,1,33.23,3,1,1,311,Potential Loyalists
528,2,148.31,1,4,3,143,Others
301,2,104.44,2,4,2,242,Others
277,1,162.65,2,1,3,213,At Risk
624,2,100.46000000000001,1,4,2,142,Others
194,1,53.88,3,1,1,311,Potential Loyalists
525,1,66.31,1,1,2,112,At Risk
87,1,32.33,4,1,1,411,Potential Loyalists
162,1,63.23,4,1,2,412,Potential Loyalists
450,1,64.1,1,1,2,112,At Risk
469,1,246.36,1,1,4,114,At Risk
523,1,97.8,1,1,2,112,At Risk
150,1,118.43,4,1,3,413,Potential Loyalists
156,1,136.44,4,1,3,413,Potential Loyalists
74,1,19.26,4,1,1,411,Potential Loyalists
403,1,39.62,1,1,1,111,At Risk
371,1,45.09,2,1,1,211,At Risk
258,1,70.15,3,1,2,312,Potential Loyalists
325,1,30.27,2,1,1,211,At Risk
625,1,363.74,1,1,4,114,At Risk
317,1,306.3,2,1,4,214,At Risk
95,1,66.42,4,1,2,412,Potential Loyalists
578,1,123.03,1,1,3,113,At Risk
426,1,291.21000000000004,1,1,4,114,At Risk
232,1,96.9,3,1,2,312,Potential Loyalists
315,1,104.38,2,1,2,212,At Risk
75,1,100.9,4,1,2,412,Potential Loyalists
248,1,85.36,3,1,2,312,Potential Loyalists
349,1,63.37,2,1,2,212,At Risk
112,1,94.74,4,1,2,412,Potential Loyalists
225,1,211.85,3,1,4,314,Potential Loyalists
242,1,161.86,3,1,3,313,Potential Loyalists
86,2,196.5,4,4,4,444,Champions
588,1,85.6,1,1,2,112,At Risk
293,1,36.35,2,1,1,211,At Risk
515,1,65.28,1,1,2,112,At Risk
565,1,65.55,1,1,2,112,At Risk
365,1,50.09,2,1,1,211,At Risk
478,1,32.1,1,1,1,111,At Risk
74,1,117.79,4,1,3,413,Potential Loyalists
400,1,155.14,1,1,3,113,At Risk
187,1,154.2,3,1,3,313,Potential Loyalists
259,1,116.85,3,1,3,313,Potential Loyalists
541,1,38.82,1,1,1,111,At Risk
298,1,37.77,2,1,1,211,At Risk
84,1,53.62,4,1,1,411,Potential Loyalists
649,1,846.52,1,1,4,114,At Risk
343,1,178.36,2,1,3,213,At Risk
149,1,46.92,4,1,1,411,Potential Loyalists
57,1,27.4,4,1,1,411,Potential Loyalists
130,1,54.89,4,1,1,411,Potential Loyalists
629,1,239.64,1,1,4,114,At Risk
500,1,131.07,1,1,3,113,At Risk
145,1,203.89,4,1,4,414,Potential Loyalists
62,1,43.0,4,1,1,411,Potential Loyalists
254,1,1635.51,3,1,4,314,Potential Loyalists
131,1,167.02,4,1,3,413,Potential Loyalists
192,1,129.78,3,1,3,313,Potential Loyalists
56,1,101.82,4,1,2,412,Potential Loyalists
206,1,57.46,3,1,1,311,Potential Loyalists
205,1,283.52,3,1,4,314,Potential Loyalists
401,1,304.16,1,1,4,114,At Risk
311,1,114.56,2,1,3,213,At Risk
115,1,128.43,4,1,3,413,Potential Loyalists
121,1,39.41,4,1,1,411,Potential Loyalists
72,1,54.42,4,1,1,411,Potential Loyalists
343,1,403.95,2,1,4,214,At Risk
343,1,224.48,2,1,4,214,At Risk
325,1,212.5,2,1,4,214,At Risk
272,1,43.37,2,1,1,211,At Risk
221,1,40.79,3,1,1,311,Potential Loyalists
342,1,160.57,2,1,3,213,At Risk
301,1,2733.63,2,1,4,214,At Risk
199,1,322.37,3,1,4,314,Potential Loyalists
589,1,101.19,1,1,2,112,At Risk
503,1,73.34,1,1,2,112,At Risk
